"=""Full report""","=""C/S TAC No.""","=""Beacon Model Name""","=""Manufacturer""","=""Beacon type""","=""In Prod.""","=""Last Rev. Date""","=""Issue date""","=""class""","=""duration""","=""transmit frequency""","=""nav int/ext"""
"=""report""","=""223""","=""500-32""","=""Techtest Ltd.""","=""ELT(S) / PLB""","=""yes""","=""0000-00-00""","=""2012-01-02""","=""2""","=""long""","=""406.037 MHz""","=""Int"""
"=""report""","=""224""","=""PLB-375""","=""ACR Electronics Inc.""","=""PLB""","=""""","=""0000-00-00""","=""2012-01-20""","=""2""","=""short""","=""406.037 MHz""","=""Int"""
"=""report""","=""224""","=""PLB-375(ResQLink+)""","=""ACR Electronics Inc.""","=""PLB""","=""""","=""0000-00-00""","=""2012-01-20""","=""2""","=""short""","=""406.037 MHz""","=""Int"""
"=""report""","=""225""","=""SATRO™, PLB-110""","=""Astronics DME LLC (see Astronics Luminescent Systems Inc)""","=""PLB""","=""no""","=""0000-00-00""","=""2012-03-05""","=""2""","=""short""","=""406.037 MHz""","=""Int"""
"=""report""","=""226""","=""SkyHunter 406 AF, SkyHunter 406 HF""","=""SkyHunter Ltd.""","=""ELT (Automatic Fixed)""","=""yes""","=""0000-00-00""","=""2012-03-21""","=""1""","=""long""","=""406.037 MHz""","=""Int"""
"=""report""","=""227""","=""ASNAP-M""","=""Branch of Joint  Stock  Company «United Rocket and  Space Corporation» - «Institute of Space Device Engineering»""","=""FF EPIRB""","=""yes""","=""2014-12-23""","=""2012-04-03""","=""1""","=""short""","=""406.040 MHz""","=""Int"""
"=""report""","=""227""","=""ASNAP-M2""","=""Branch of Joint  Stock  Company «United Rocket and  Space Corporation» - «Institute of Space Device Engineering»""","=""FF EPIRB""","=""yes""","=""0000-00-00""","=""2012-04-03""","=""2""","=""short""","=""406.040 MHz""","=""Int"""
"=""report""","=""228""","=""PLB-350B""","=""ACR Electronics Inc.""","=""PLB""","=""no""","=""0000-00-00""","=""2012-05-11""","=""2""","=""short""","=""406.037 MHz""","=""Int"""
"=""report""","=""228""","=""PLB-350C""","=""ACR Electronics Inc.""","=""PLB""","=""no""","=""0000-00-00""","=""2012-05-11""","=""2""","=""short""","=""406.037 MHz""","=""Int"""
"=""report""","=""229""","=""Fastfind PLB 200""","=""Orolia Limited""","=""PLB""","=""""","=""0000-00-00""","=""2012-05-24""","=""2""","=""short""","=""406.037 MHz""","=""N/A"""
"=""report""","=""229""","=""Fastfind PLB 210""","=""Orolia Limited""","=""PLB""","=""""","=""0000-00-00""","=""2012-05-24""","=""2""","=""short""","=""406.037 MHz""","=""Int"""
"=""report""","=""229""","=""Kannad Marine - Safelink SOLO 310""","=""Orolia Limited""","=""PLB""","=""""","=""0000-00-00""","=""2012-05-24""","=""2""","=""short""","=""406.037 MHz""","=""Int"""
"=""report""","=""230""","=""ASNAP-P2""","=""Branch of Joint  Stock  Company «United Rocket and  Space Corporation» - «Institute of Space Device Engineering»""","=""ELT(S) / PLB""","=""no""","=""0000-00-00""","=""2012-07-03""","=""2""","=""short""","=""406.040 MHz""","=""Int"""
"=""report""","=""231""","=""EM2001- Submarine search and rescue bouy""","=""éolane Les Ulis""","=""FF EPIRB""","=""yes""","=""0000-00-00""","=""2012-07-25""","=""2""","=""short""","=""406.028 MHz""","=""N/A"""
"=""report""","=""232""","=""RESCU 406AFN2-6X""","=""Honeywell Aerospace Canada""","=""ELT (Automatic Fixed)""","=""""","=""0000-00-00""","=""2012-07-26""","=""2""","=""short_or_long""","=""406.040 MHz""","=""Ext"""
"=""report""","=""232""","=""RESCU 406AFN2-1X""","=""Honeywell Aerospace Canada""","=""ELT (Automatic Fixed)""","=""""","=""0000-00-00""","=""2012-07-26""","=""2""","=""short_or_long""","=""406.040 MHz""","=""Ext"""
"=""report""","=""232""","=""RESCU 406AFN2 (P/N 51090130-2)""","=""Honeywell Aerospace Canada""","=""ELT (Automatic Fixed)""","=""yes""","=""2022-02-15""","=""2012-07-26""","=""2""","=""short_or_long""","=""406.040 MHz""","=""Ext"""
"=""report""","=""232""","=""RESCU 406AFN2 (P/N 51090152-2)""","=""Honeywell Aerospace Canada""","=""ELT (Automatic Fixed)""","=""yes""","=""2022-02-15""","=""2012-07-26""","=""2""","=""short_or_long""","=""406.040 MHz""","=""Ext"""
"=""report""","=""232""","=""RESCU 406AFN2 (P/N 51090414-1)""","=""Honeywell Aerospace Canada""","=""ELT (Automatic Fixed)""","=""yes""","=""2022-02-15""","=""2012-07-26""","=""2""","=""short_or_long""","=""406.040 MHz""","=""Ext"""
"=""report""","=""233""","=""PLB-375""","=""ACR Electronics Inc.""","=""PLB""","=""no""","=""0000-00-00""","=""2012-08-09""","=""2""","=""short""","=""406.037 MHz""","=""Int"""
"=""report""","=""233""","=""PLB-375(ResQLink+)""","=""ACR Electronics Inc.""","=""PLB""","=""no""","=""0000-00-00""","=""2012-08-09""","=""2""","=""short""","=""406.037 MHz""","=""Int"""
"=""report""","=""234""","=""RLB-36""","=""ACR Electronics Inc.""","=""FF EPIRB""","=""""","=""0000-00-00""","=""2012-08-16""","=""2""","=""short""","=""406.037 MHz""","=""Int&Ext"""
"=""report""","=""234""","=""RLB-40""","=""ACR Electronics Inc.""","=""Non FF EPIRB""","=""""","=""0000-00-00""","=""2012-08-16""","=""2""","=""short""","=""406.037 MHz""","=""No"""
"=""report""","=""234""","=""RLB-37""","=""ACR Electronics Inc.""","=""FF EPIRB""","=""""","=""0000-00-00""","=""2012-08-16""","=""2""","=""short""","=""406.037 MHz""","=""Int"""
"=""report""","=""234""","=""RLB-38""","=""ACR Electronics Inc.""","=""FF EPIRB""","=""""","=""0000-00-00""","=""2012-08-16""","=""2""","=""short""","=""406.037 MHz""","=""Ext"""
"=""report""","=""235""","=""RESCU 406AP-1X""","=""Honeywell Aerospace Canada""","=""ELT(Auto)/ELT(Portable)""","=""yes""","=""0000-00-00""","=""2012-08-24""","=""2""","=""short""","=""406.040 MHz""","=""Int"""
"=""report""","=""235""","=""RESCU 406AP-6X""","=""Honeywell Aerospace Canada""","=""ELT(Auto)/ELT(Portable)""","=""yes""","=""0000-00-00""","=""2012-08-24""","=""2""","=""short""","=""406.040 MHz""","=""Int"""
"=""report""","=""235""","=""RESCU 406AP-AF""","=""Honeywell Aerospace Canada""","=""ELT (Automatic Fixed)""","=""yes""","=""0000-00-00""","=""2012-08-24""","=""2""","=""short""","=""406.040 MHz""","=""N/A"""
"=""report""","=""235""","=""RESCU 406SG""","=""Honeywell Aerospace Canada""","=""ELT (S)""","=""yes""","=""0000-00-00""","=""2017-05-03""","=""2""","=""long""","=""406.040 MHz""","=""Int"""
"=""report""","=""236""","=""RESCU 406SE2""","=""Honeywell Aerospace Canada""","=""ELT (S)""","=""yes""","=""0000-00-00""","=""2012-11-14""","=""2""","=""short""","=""406.040 MHz""","=""N/A"""
"=""report""","=""237""","=""VEP8""","=""No. 36 Research Institute of CETC Group Corp.""","=""FF / Non FF EPIRB""","=""yes""","=""0000-00-00""","=""2012-11-28""","=""2""","=""short""","=""406.040 MHz""","=""Int"""
"=""report""","=""237""","=""VEP8V""","=""No. 36 Research Institute of CETC Group Corp.""","=""EPIRB FF (VDR)""","=""yes""","=""0000-00-00""","=""2012-11-28""","=""2""","=""short_or_long""","=""406.040 MHz""","=""Int"""
"=""report""","=""237""","=""VEP8A""","=""""","=""FF / Non FF EPIRB""","=""yes""","=""2023-05-05""","=""2012-11-28""","=""2""","=""long""","=""406.040 MHz""","=""Internal (GPS, BDS)"""
"=""report""","=""238""","=""SAT406""","=""Mobit Telecom Ltd""","=""PLB""","=""yes""","=""0000-00-00""","=""2013-01-03""","=""2""","=""long""","=""406.040 MHz""","=""Int"""
"=""report""","=""239""","=""rescueME PLB1""","=""Ocean Signal Ltd.""","=""PLB""","=""no""","=""0000-00-00""","=""2013-02-19""","=""2""","=""long""","=""406.040 MHz""","=""Int"""
"=""report""","=""239""","=""rescueME PLB2""","=""Ocean Signal Ltd.""","=""PLB""","=""no""","=""0000-00-00""","=""2013-02-19""","=""2""","=""long""","=""406.040 MHz""","=""no"""
"=""report""","=""240""","=""STB910""","=""Haotong(S.H.)Technology Co.,Ltd.""","=""FF EPIRB""","=""yes""","=""0000-00-00""","=""2013-03-21""","=""2""","=""long""","=""406.040 MHz""","=""Int"""
"=""report""","=""241""","=""PLB-375""","=""ACR Electronics Inc.""","=""PLB""","=""""","=""0000-00-00""","=""2013-05-03""","=""2""","=""short""","=""406.037 MHz""","=""Int"""
"=""report""","=""241""","=""PLB-375(ResQLink+)""","=""ACR Electronics Inc.""","=""PLB""","=""""","=""0000-00-00""","=""2013-05-03""","=""2""","=""short""","=""406.037 MHz""","=""Int"""
"=""report""","=""242""","=""ME406""","=""ACR Electronics Inc.""","=""ELT (Auto)""","=""yes""","=""0000-00-00""","=""2013-05-31""","=""2""","=""short""","=""406.028/406.037""","=""Ext"""
"=""report""","=""242""","=""ME406 HM""","=""ACR Electronics Inc.""","=""ELT (Auto)""","=""yes""","=""0000-00-00""","=""2013-05-31""","=""2""","=""short""","=""406.028/406.037""","=""N/A"""
"=""report""","=""242""","=""ME406P""","=""ACR Electronics Inc.""","=""ELT(Auto)/ELT(Portable)""","=""yes""","=""0000-00-00""","=""2013-05-31""","=""2""","=""short""","=""406.028/406.037""","=""N/A"""
"=""report""","=""242""","=""ME406-U""","=""ACR Electronics Inc.""","=""ELT (Auto)""","=""yes""","=""0000-00-00""","=""2013-05-31""","=""2""","=""short""","=""406.037 MHz""","=""N/A"""
"=""report""","=""243""","=""Fastfind PLB 200""","=""Orolia Limited""","=""PLB""","=""no""","=""0000-00-00""","=""2013-08-06""","=""2""","=""short""","=""406.037 MHz""","=""N/A"""
"=""report""","=""243""","=""Fastfind PLB 210""","=""Orolia Limited""","=""PLB""","=""no""","=""0000-00-00""","=""2013-08-06""","=""2""","=""short""","=""406.037 MHz""","=""Int"""
"=""report""","=""243""","=""Kannad Marine - Safelink SOLO 310""","=""Orolia Limited""","=""PLB""","=""no""","=""0000-00-00""","=""2013-08-06""","=""2""","=""short""","=""406.037 MHz""","=""Int"""
"=""report""","=""244""","=""503-16""","=""Techtest Ltd.""","=""ELT (Automatic Deployable)""","=""yes""","=""0000-00-00""","=""2013-09-12""","=""1""","=""long""","=""406.037 MHz""","=""Int"""
"=""report""","=""245""","=""PLB-375""","=""ACR Electronics Inc.""","=""PLB""","=""no""","=""0000-00-00""","=""2013-11-04""","=""2""","=""short""","=""406.037 MHz""","=""Int"""
"=""report""","=""245""","=""PLB-375(ResQLink+)""","=""ACR Electronics Inc.""","=""PLB""","=""no""","=""0000-00-00""","=""2013-11-04""","=""2""","=""short""","=""406.037 MHz""","=""Int"""
"=""report""","=""246""","=""RLB-37M""","=""ACR Electronics Inc.""","=""Non FF EPIRB""","=""no""","=""2014-11-10""","=""2013-11-07""","=""2""","=""short""","=""406.037 MHz""","=""Int"""
"=""report""","=""246""","=""RLB-36""","=""ACR Electronics Inc.""","=""FF EPIRB""","=""no""","=""0000-00-00""","=""2013-11-07""","=""2""","=""short""","=""406.037 MHz""","=""Int&Ext"""
"=""report""","=""246""","=""RLB-40""","=""ACR Electronics Inc.""","=""Non FF EPIRB""","=""no""","=""0000-00-00""","=""2013-11-07""","=""2""","=""short""","=""406.037 MHz""","=""No"""
"=""report""","=""246""","=""RLB-37""","=""ACR Electronics Inc.""","=""FF EPIRB""","=""no""","=""0000-00-00""","=""2013-11-07""","=""2""","=""short""","=""406.037 MHz""","=""Int"""
"=""report""","=""246""","=""RLB-38""","=""ACR Electronics Inc.""","=""FF EPIRB""","=""no""","=""0000-00-00""","=""2013-11-07""","=""2""","=""short""","=""406.037 MHz""","=""Ext"""
"=""report""","=""247""","=""MT600G""","=""GME Pty Ltd (former Standard Communications PTY LTD.)""","=""Non FF EPIRB""","=""no""","=""2017-02-09""","=""2013-12-12""","=""2""","=""long""","=""406.040 MHz""","=""Int"""
"=""report""","=""247""","=""MT600""","=""GME Pty Ltd (former Standard Communications PTY LTD.)""","=""Non FF EPIRB""","=""no""","=""2017-02-09""","=""2013-12-12""","=""2""","=""short""","=""406.040 MHz""","=""N/A"""
"=""report""","=""248""","=""W100""","=""Wamblee s.r.l.""","=""FF / Non FF EPIRB""","=""yes""","=""0000-00-00""","=""2014-01-16""","=""2""","=""short""","=""406.040 MHz""","=""N/A"""
"=""report""","=""249""","=""E5 Smartfind (a) and (m)""","=""Orolia Limited""","=""FF / Non FF EPIRB""","=""no""","=""0000-00-00""","=""2014-04-08""","=""2""","=""short""","=""406.028/406.040""","=""N/A"""
"=""report""","=""249""","=""G5 Smartfind Plus (a) & (m)""","=""Orolia Limited""","=""FF / Non FF EPIRB""","=""no""","=""0000-00-00""","=""2014-04-08""","=""2""","=""long""","=""406.028/406.040""","=""Int"""
"=""report""","=""250""","=""ПРБ-406""","=""Branch of Joint  Stock  Company «United Rocket and  Space Corporation» - «Institute of Space Device Engineering»""","=""PLB""","=""no""","=""2014-12-23""","=""2014-04-17""","=""1""","=""long""","=""406.040 MHz""","=""Int"""
"=""report""","=""251""","=""ARTEX ELT 1000""","=""ACR Electronics Inc.""","=""ELT (Automatic Fixed)""","=""no""","=""2016-11-25""","=""2014-04-25""","=""2""","=""short""","=""406.040 MHz""","=""Ext"""
"=""report""","=""251""","=""ARTEX ELT 1000""","=""ACR Electronics Inc.""","=""ELT (Automatic Fixed)""","=""no""","=""2016-11-25""","=""2014-04-25""","=""2""","=""short""","=""406.040 MHz""","=""Ext"""
"=""report""","=""252""","=""C406-N""","=""ACR Electronics Inc.""","=""ELT (Auto)""","=""yes""","=""0000-00-00""","=""2014-05-12""","=""2""","=""short_or_long""","=""406.028 MHz""","=""Ext"""
"=""report""","=""252""","=""C406-N HM""","=""ACR Electronics Inc.""","=""ELT (Auto)""","=""yes""","=""0000-00-00""","=""2014-05-12""","=""2""","=""short_or_long""","=""406.028 MHz""","=""Ext"""
"=""report""","=""253""","=""NSR NEB-1000""","=""NEW SUNRISE CO., LTD.""","=""FF EPIRB""","=""yes""","=""0000-00-00""","=""2014-06-20""","=""2""","=""long""","=""406.040 MHz""","=""Int"""
"=""report""","=""254""","=""PLB-375""","=""ACR Electronics Inc.""","=""PLB""","=""no""","=""0000-00-00""","=""2014-07-29""","=""2""","=""short""","=""406.037 MHz""","=""Int"""
"=""report""","=""254""","=""PLB-375(ResQLink+)""","=""ACR Electronics Inc.""","=""PLB""","=""no""","=""0000-00-00""","=""2014-07-29""","=""2""","=""short""","=""406.037 MHz""","=""Int"""
"=""report""","=""255""","=""SA2G""","=""Kinetic Technology International Pty, (KTI).  NOTE: as of 15 February 2021, KTI has stopped manufacturing beacons, but, until further notice, KTI will continue with services related to beacon  warranty, battery replacements and customer enquiries.""","=""PLB""","=""no""","=""0000-00-00""","=""2014-10-29""","=""2""","=""short""","=""406.040 MHz""","=""internal  GPS receiver"""
"=""report""","=""256""","=""EPIRB1""","=""Ocean Signal Ltd.""","=""Non FF EPIRB""","=""no""","=""2017-12-20""","=""2014-11-03""","=""2""","=""long""","=""406.040 MHz""","=""internal GPS"""
"=""report""","=""257""","=""PLB-375""","=""ACR Electronics Inc.""","=""PLB""","=""no""","=""0000-00-00""","=""2014-12-18""","=""2""","=""short""","=""406.037 MHz""","=""Int"""
"=""report""","=""257""","=""PLB-375(ResQLink+)""","=""ACR Electronics Inc.""","=""PLB""","=""no""","=""0000-00-00""","=""2014-12-18""","=""2""","=""short""","=""406.037 MHz""","=""Int"""
"=""report""","=""258""","=""RLB-40""","=""ACR Electronics Inc.""","=""Non FF EPIRB""","=""yes""","=""0000-00-00""","=""2014-12-18""","=""2""","=""short""","=""406.037 MHz""","=""No"""
"=""report""","=""258""","=""RLB-36""","=""ACR Electronics Inc.""","=""FF EPIRB""","=""no""","=""0000-00-00""","=""2014-12-18""","=""2""","=""short""","=""406.037 MHz""","=""Int&Ext"""
"=""report""","=""258""","=""RLB-37""","=""ACR Electronics Inc.""","=""FF EPIRB""","=""no""","=""0000-00-00""","=""2013-11-07""","=""2""","=""short""","=""406.037 MHz""","=""Int"""
"=""report""","=""258""","=""RLB-37M""","=""ACR Electronics Inc.""","=""Non FF EPIRB""","=""no""","=""0000-00-00""","=""2014-12-18""","=""2""","=""short""","=""406.037 MHz""","=""Int"""
"=""report""","=""258""","=""RLB-38""","=""ACR Electronics Inc.""","=""FF EPIRB""","=""no""","=""0000-00-00""","=""2014-12-18""","=""2""","=""short""","=""406.037 MHz""","=""Ext"""
"=""report""","=""259""","=""ПAРM-406П""","=""Branch of Joint  Stock  Company «United Rocket and  Space Corporation» - «Institute of Space Device Engineering»""","=""PLB""","=""yes""","=""0000-00-00""","=""2014-12-19""","=""2""","=""short""","=""406.040 MHz""","=""Int"""
"=""report""","=""260""","=""rescueME PLB1""","=""Ocean Signal Ltd.""","=""PLB""","=""no""","=""2017-01-27""","=""2015-02-03""","=""2""","=""long""","=""406.040 MHz""","=""Int"""
"=""report""","=""260""","=""rescueME PLB2""","=""Ocean Signal Ltd.""","=""PLB""","=""no""","=""2017-01-27""","=""2015-02-03""","=""2""","=""long""","=""406.040 MHz""","=""no"""
"=""report""","=""261""","=""500-30A""","=""Techtest Ltd.""","=""ELT(S) / PLB""","=""yes""","=""0000-00-00""","=""2015-02-03""","=""2""","=""short""","=""406.040 MHz""","=""Int"""
"=""report""","=""261""","=""500-30""","=""Techtest Ltd.""","=""ELT(S) / PLB""","=""yes""","=""0000-00-00""","=""2015-02-03""","=""2""","=""short""","=""406.040 MHz""","=""Int"""
"=""report""","=""261""","=""500-30-D""","=""Techtest Ltd.""","=""ELT(S) / PLB""","=""yes""","=""0000-00-00""","=""2017-05-17""","=""2""","=""short""","=""406.040 MHz""","=""Int"""
"=""report""","=""261""","=""500-30A-D""","=""Techtest Ltd.""","=""ELT(S) / PLB""","=""yes""","=""0000-00-00""","=""2017-05-17""","=""2""","=""short""","=""406.040 MHz""","=""Int"""
"=""report""","=""262""","=""NEB-2000C""","=""NEW SUNRISE CO., LTD.""","=""EPIRB FF (VDR)""","=""yes""","=""0000-00-00""","=""2015-04-07""","=""2""","=""long""","=""406.040 MHz""","=""Int"""
"=""report""","=""263""","=""Fastfind PLB 200""","=""Orolia Limited""","=""PLB""","=""no""","=""0000-00-00""","=""2015-04-10""","=""2""","=""short""","=""406.037 MHz""","=""N/A"""
"=""report""","=""263""","=""Fastfind PLB 210""","=""Orolia Limited""","=""PLB""","=""no""","=""0000-00-00""","=""2015-04-10""","=""2""","=""short""","=""406.037 MHz""","=""Int"""
"=""report""","=""263""","=""Kannad Marine - Safelink SOLO 310""","=""Orolia Limited""","=""PLB""","=""no""","=""0000-00-00""","=""2015-04-10""","=""2""","=""short""","=""406.037 MHz""","=""Int"""
"=""report""","=""264""","=""FT-8200""","=""Shishi Feitong Communication Equipment Co., Ltd.""","=""FF / Non FF EPIRB""","=""yes""","=""0000-00-00""","=""2015-05-27""","=""2""","=""short_or_long""","=""406.040 MHz""","=""internal"""
"=""report""","=""265""","=""PLB-375(ResQLink+)""","=""ACR Electronics Inc.""","=""PLB""","=""no""","=""0000-00-00""","=""2015-05-29""","=""2""","=""short""","=""406.037 MHz""","=""Int"""
"=""report""","=""265""","=""PLB-375""","=""ACR Electronics Inc.""","=""PLB""","=""no""","=""0000-00-00""","=""2015-05-29""","=""2""","=""short""","=""406.037 MHz""","=""Int"""
"=""report""","=""266""","=""PLB-350B""","=""ACR Electronics Inc.""","=""PLB""","=""no""","=""2017-05-23""","=""2015-05-29""","=""2""","=""short""","=""406.037 MHz""","=""Int"""
"=""report""","=""266""","=""PLB-350C""","=""ACR Electronics Inc.""","=""PLB""","=""no""","=""2017-05-23""","=""2015-05-29""","=""2""","=""short""","=""406.037 MHz""","=""Int"""
"=""report""","=""266""","=""PLB-350B""","=""ACR Electronics Inc.""","=""PLB""","=""yes""","=""2017-05-23""","=""2015-05-29""","=""2""","=""short""","=""406.037 MHz""","=""Int"""
"=""report""","=""266""","=""PLB-350C""","=""ACR Electronics Inc.""","=""PLB""","=""yes""","=""2017-05-23""","=""2015-05-29""","=""2""","=""short""","=""406.037 MHz""","=""Int"""
"=""report""","=""267""","=""Artex ELT-345""","=""ACR Electronics Inc.""","=""ELT (Automatic Fixed)""","=""no""","=""2016-11-02""","=""2015-08-10""","=""2""","=""short""","=""406.040 MHz""","=""Ext"""
"=""report""","=""267""","=""Artex ELT-345""","=""ACR Electronics Inc.""","=""ELT (Automatic Fixed)""","=""no""","=""2016-11-02""","=""2015-08-10""","=""2""","=""short""","=""406.040 MHz""","=""Ext"""
"=""report""","=""268""","=""RLB-42""","=""ACR Electronics Inc.""","=""Non FF EPIRB""","=""yes""","=""0000-00-00""","=""2015-08-17""","=""2""","=""short""","=""406.040 MHz""","=""internal GPS"""
"=""report""","=""269""","=""VPL8""","=""CETC Ningbo Maritime Electronics Research Institute Co.Ltd""","=""PLB""","=""yes""","=""0000-00-00""","=""2015-10-23""","=""2""","=""long""","=""406.040 MHz""","=""internal GNSS (GPS) receiver"""
"=""report""","=""270""","=""RLB-41""","=""ACR Electronics Inc.""","=""FF / Non FF EPIRB""","=""yes""","=""0000-00-00""","=""2015-11-06""","=""2""","=""short""","=""406.040 MHz""","=""internal (GPS)"""
"=""report""","=""270""","=""RLB-41""","=""ACR Electronics Inc.""","=""FF / Non FF EPIRB""","=""no""","=""0000-00-00""","=""2015-11-06""","=""2""","=""short""","=""406.040 MHz""","=""internal (GPS)"""
"=""report""","=""271""","=""PLB-375""","=""ACR Electronics Inc.""","=""PLB""","=""""","=""2016-05-04""","=""2015-11-17""","=""2""","=""short""","=""406.037 MHz""","=""Int"""
"=""report""","=""271""","=""PLB-375(ResQLink+)""","=""ACR Electronics Inc.""","=""PLB""","=""no""","=""2016-05-04""","=""2015-11-17""","=""2""","=""short""","=""406.037 MHz""","=""Int"""
"=""report""","=""272""","=""Artex ELT-3000""","=""ACR Electronics Inc.""","=""ELT (Automatic Fixed)""","=""yes""","=""0000-00-00""","=""2015-12-24""","=""2""","=""short""","=""406.040 MHz""","=""Ext"""
"=""report""","=""272""","=""Artex ELT-3000 HM""","=""ACR Electronics Inc.""","=""ELT (Automatic Fixed)""","=""yes""","=""0000-00-00""","=""2015-12-24""","=""2""","=""short""","=""406.040 MHz""","=""Ext"""
"=""report""","=""273""","=""MT410G""","=""GME Pty Ltd (former Standard Communications PTY LTD.)""","=""PLB""","=""no""","=""0000-00-00""","=""2016-01-15""","=""2""","=""long""","=""406.028 MHz""","=""Int"""
"=""report""","=""274""","=""SA1G""","=""Kinetic Technology International Pty, (KTI).  NOTE: as of 15 February 2021, KTI has stopped manufacturing beacons, but, until further notice, KTI will continue with services related to beacon  warranty, battery replacements and customer enquiries.""","=""Non FF EPIRB""","=""no""","=""0000-00-00""","=""2016-02-29""","=""2""","=""short""","=""406.037 MHz""","=""Int"""
"=""report""","=""275""","=""E101V""","=""Ocean Signal Ltd.""","=""EPIRB FF (VDR)""","=""yes""","=""0000-00-00""","=""2016-03-24""","=""2""","=""long""","=""406.040 MHz""","=""Int"""
"=""report""","=""276""","=""PLB-375""","=""ACR Electronics Inc.""","=""PLB""","=""no""","=""2016-10-14""","=""2016-05-04""","=""2""","=""short""","=""406.037 MHz""","=""Int"""
"=""report""","=""276""","=""PLB-375(ResQLink+)""","=""ACR Electronics Inc.""","=""PLB""","=""no""","=""2016-10-14""","=""2016-05-04""","=""2""","=""short""","=""406.037 MHz""","=""Int"""
"=""report""","=""277""","=""E-04""","=""ACK Technologies, Inc.""","=""ELT (Automatic Fixed)""","=""yes""","=""0000-00-00""","=""2016-05-25""","=""2""","=""long""","=""406.037 MHz""","=""Ext"""
"=""report""","=""277""","=""E-04C""","=""ACK Technologies, Inc.""","=""ELT (Automatic Fixed)""","=""yes""","=""0000-00-00""","=""2016-05-25""","=""2""","=""long""","=""406.037 MHz""","=""Ext"""
"=""report""","=""278""","=""RLB-36""","=""ACR Electronics Inc.""","=""FF EPIRB""","=""no""","=""2017-02-07""","=""2016-08-19""","=""2""","=""short""","=""406.037 MHz""","=""Int&Ext"""
"=""report""","=""278""","=""RLB-37""","=""ACR Electronics Inc.""","=""FF EPIRB""","=""no""","=""2017-02-07""","=""2016-08-19""","=""2""","=""short""","=""406.037 MHz""","=""Int"""
"=""report""","=""278""","=""RLB-37M""","=""ACR Electronics Inc.""","=""Non FF EPIRB""","=""no""","=""2017-02-07""","=""2016-08-19""","=""2""","=""short""","=""406.037 MHz""","=""Int"""
"=""report""","=""278""","=""RLB-38""","=""ACR Electronics Inc.""","=""FF EPIRB""","=""no""","=""2017-02-07""","=""2016-08-19""","=""2""","=""short""","=""406.037 MHz""","=""Ext"""
"=""report""","=""278""","=""RLB-40""","=""ACR Electronics Inc.""","=""Non FF EPIRB""","=""no""","=""2017-02-07""","=""2016-08-19""","=""2""","=""short""","=""406.037 MHz""","=""No"""
"=""report""","=""279""","=""PLB-375(ResQLink+)""","=""ACR Electronics Inc.""","=""PLB""","=""no""","=""0000-00-00""","=""2016-10-14""","=""2""","=""short""","=""406.037 MHz""","=""Int"""
"=""report""","=""279""","=""PLB-375""","=""ACR Electronics Inc.""","=""PLB""","=""no""","=""0000-00-00""","=""2016-10-14""","=""2""","=""short""","=""406.037 MHz""","=""Int"""
"=""report""","=""280""","=""SOS-300""","=""ACR Electronics Inc.""","=""PLB""","=""yes""","=""0000-00-00""","=""2016-11-02""","=""2""","=""short""","=""406.040 MHz""","=""Int (GPS)"""
"=""report""","=""281""","=""Kannad Marine - Safelink SOLO 310""","=""Orolia Limited""","=""PLB""","=""no""","=""2017-10-04""","=""2016-11-14""","=""2""","=""short""","=""406.037 MHz""","=""Int"""
"=""report""","=""281""","=""Fastfind PLB 200""","=""Orolia Limited""","=""PLB""","=""no""","=""2017-10-04""","=""2016-11-14""","=""2""","=""short""","=""406.037 MHz""","=""N/A"""
"=""report""","=""281""","=""Fastfind PLB 210""","=""Orolia Limited""","=""PLB""","=""no""","=""2017-10-04""","=""2016-11-14""","=""2""","=""short""","=""406.037 MHz""","=""Int"""
"=""report""","=""282""","=""SafeSea E100 (Class 2)""","=""Ocean Signal Ltd.""","=""FF / Non FF EPIRB""","=""yes""","=""0000-00-00""","=""2017-01-27""","=""2""","=""short""","=""406.037 MHz""","=""N/A"""
"=""report""","=""282""","=""SafeSea E100G (Class 2)""","=""Ocean Signal Ltd.""","=""FF / Non FF EPIRB""","=""yes""","=""0000-00-00""","=""2017-01-27""","=""2""","=""long""","=""406.037 MHz""","=""Int"""
"=""report""","=""283""","=""rescueME PLB1""","=""Ocean Signal Ltd.""","=""PLB""","=""no""","=""2017-08-25""","=""2017-01-27""","=""2""","=""long""","=""406.040 MHz""","=""Int"""
"=""report""","=""283""","=""rescueME PLB2""","=""Ocean Signal Ltd.""","=""PLB""","=""no""","=""2017-08-25""","=""2017-01-27""","=""2""","=""long""","=""406.040 MHz""","=""no"""
"=""report""","=""284""","=""RLB-36""","=""ACR Electronics Inc.""","=""FF EPIRB""","=""no""","=""2017-04-20""","=""2017-02-07""","=""2""","=""short""","=""406.037 MHz""","=""Int&Ext"""
"=""report""","=""284""","=""RLB-40""","=""ACR Electronics Inc.""","=""Non FF EPIRB""","=""no""","=""0000-00-00""","=""2017-02-07""","=""2""","=""short""","=""406.037 MHz""","=""No"""
"=""report""","=""284""","=""RLB-37""","=""ACR Electronics Inc.""","=""FF EPIRB""","=""no""","=""2017-04-20""","=""2017-02-07""","=""2""","=""short""","=""406.037 MHz""","=""Int"""
"=""report""","=""284""","=""RLB-38""","=""ACR Electronics Inc.""","=""FF EPIRB""","=""no""","=""0000-00-00""","=""2017-02-07""","=""2""","=""short""","=""406.037 MHz""","=""Ext"""
